        ID   English  Calculus   Physics Chemistry
     08573      63.4      17.4      41.3      62.1
     08574      57.0      49.6      50.3      66.2
     08575      82.5      98.7      47.6      92.8
     08576      68.6      68.6      63.1      20.6
     08577      39.9      38.2      55.4      66.7
     08578      98.0      59.8      61.4      75.4
     08579      95.0      56.3      23.7      67.0
     08580      62.4      34.2      32.2      71.0
     08581      50.4      44.3      83.8      84.5
     08582      35.0      80.5      73.2      30.3
     08583      93.3       5.3      88.0      28.1
     08584      75.1      63.5      42.2      87.0
     08585      92.8      14.7      58.2      38.7
     08586      59.7      45.5      91.3      64.4
     08587      68.0      86.4      21.6      77.2
     08588      69.6      78.9      46.5       5.0
     08589      13.4      57.1      85.7      39.1
     08590      69.0      98.1      80.1      97.9
     08591      45.4       7.2      77.7      12.0
     08592       6.2      28.3      93.6      84.3
     08593      57.3      89.9       2.7       4.1
     08594      56.9      77.2      27.6      58.1
     08595      58.9      20.3      80.7      71.3
     08596      83.3      37.2      23.5      37.3
     08597      36.6      43.6      50.4      62.6
     08598      28.0      63.1      94.9      32.9
     08599      10.2      65.0      36.8      28.6
     08600       8.8      78.0      70.4      44.2
     08601      97.6      85.6      61.4      28.0
     08602      95.8      65.4      10.0      45.3
     08603      52.9       9.1      25.8      61.4
     08604      98.1      69.0      58.2      11.2
     08605      74.4      67.2      60.3      18.8
     08606      29.7      43.4      98.0      18.4
     08607      66.6       2.7       6.7      55.4
     08608      22.7      33.1      71.6      63.3
     08609      11.7      99.0      20.7      77.6
     08610       0.1      93.6       7.5      91.5
     08611      68.7      14.3      14.0      82.7
     08612      82.2      16.2       9.8      27.7
     08613      43.4      69.0      21.9       7.7
     08614      51.9      93.1      55.7      63.9
     08615      44.1      16.3      52.7      48.4
     08616      95.8       2.1      19.7      62.8
     08617      37.4      85.7      65.2      90.6
     08618      98.3      64.4      78.3      31.9
     08619      45.9       1.1      23.4      25.1
     08620      42.8      15.8      25.3      84.1
     08621       4.6      18.7      40.2      33.6
     08622      60.8      74.7      69.2      88.3
     08623      38.8      42.8      37.2       2.7
     08624      77.6      96.3      36.1      82.3
     08625      41.3      79.4      36.8      22.9
     08626      10.0      17.0      59.6      66.9
     08627      39.6      65.0      70.0      57.3
     08628      93.0      27.1      29.1      20.0
     08629       8.5      46.6      94.8      49.1
     08630      44.5      20.3      42.9      94.5
     08631      11.2      37.5      54.6      97.6
     08632      54.5      86.4      81.8      15.6
     08633      45.3      95.1      92.3      12.0
     08634      64.7       4.4       3.8      27.5
     08635       7.6      82.2      36.8      33.8
     08636      78.0      64.9      74.8      91.5
     08637      26.8       4.3      52.1      88.7
     08638      86.2      21.5      31.8      66.9
     08639      34.7      14.6      64.4      70.1
     08640      80.4      11.9      19.0      79.1
     08641      28.9      91.6      10.7      67.3
     08642       0.7      17.9      36.3      93.3
     08643      57.3      65.1      30.9      92.8
     08644      36.2       4.3       0.5      32.1
     08645      30.6      86.0      88.1      51.5
     08646      52.7      34.2       8.4      65.3
     08647      69.6      56.5      86.0      84.0
     08648      88.6      90.4      19.6      58.5
     08649      86.0      69.8      20.3      28.7
     08650      18.3      99.9      10.6      95.9
     08651      91.9      91.2      90.1      57.7
     08652      75.1      14.9      74.2      52.9
     08653      55.1       3.3      31.7      86.7
     08654      30.2      91.2      26.3      49.8
     08655      10.7      72.9      31.6      64.0
     08656      15.8       6.8      29.0      93.2
     08657      97.0      79.2      50.1      35.1
     08658      11.5      90.3      10.2      99.5
     08659      51.5      36.6      42.9      94.1
     08660      91.5      74.6       8.6      71.2
     08661      70.7      98.7       9.3      34.6
     08662      64.6      90.5      49.8      47.6
     08663      39.8      88.1      33.6      97.3
     08664       6.0      29.3      64.3       3.7
     08665      13.3       9.0      29.5      65.6
     08666      62.8      96.2      34.4      79.5
     08667       7.7      77.1      73.5      29.6
     08668      18.0      15.9      80.7      77.1
     08669      63.1      90.8      15.2       2.3
     08670       3.8      10.8      31.0       0.7
     08671      37.3      55.5      15.7      13.0
     08672      57.5      41.5      53.3      26.9
     08673      34.9      32.9      10.0      76.5
     08674       2.2      65.1      18.6      89.5
     08675      55.8      81.5      94.2      57.0
     08676      96.7       6.1      58.3      10.7
     08677      22.5      45.9      30.9      62.2
     08678      48.1      30.5      71.9      37.8
     08679      54.8       3.2       8.7       6.0
     08680      60.9      53.5      67.7       8.0
     08681       0.1      69.5      55.7      52.7
     08682      23.6      76.0      82.3      59.8
     08683      15.8      38.6      54.6      14.8
     08684      20.4      29.0      80.7      75.3
     08685      17.5      53.4      77.8      69.2
     08686      92.0      10.2      30.8      91.3
     08687      19.5       7.6      61.1       6.4
     08688      47.1      60.7      55.7      90.9
     08689       7.9      52.0      41.8      80.5
     08690      75.7      10.7      28.3      41.2
     08691       0.6      81.9      10.6      92.9
     08692      64.6      24.4      59.0      62.8
     08693      59.8       9.1      76.2      88.8
     08694      11.1      33.4      91.0      99.7
     08695      42.5      46.4      15.0      74.0
     08696      73.2      83.7      14.7      81.6
     08697      42.3      18.1      96.0      52.3
     08698      15.6      84.3      78.2      48.0
     08699      55.3      15.4      98.3      50.4
     08700      58.1      69.0      93.9      79.5
     08701      80.4      79.8      29.6      43.0
     08702      51.8      57.4      15.3      88.9
     08703      93.3      15.4      33.6      40.8
     08704      75.4      58.6      17.2      17.9
     08705      62.8       6.8      41.3       5.5
     08706      74.4      39.2      56.1      48.3
     08707      15.7      15.3      18.8      21.1
     08708      29.8      63.7      41.4      18.0
     08709      49.1      80.4      23.8      62.1
     08710      17.2      59.8      38.1      27.5
     08711      83.2      66.7      90.0      64.7
     08712      75.2      91.3      68.8      21.0
     08713      88.8      95.8      40.5      78.3
     08714      13.5      49.1      88.1      12.1
     08715      29.6       4.6      17.7      43.1
     08716      43.8      29.3      42.0      15.4
     08717      51.6      55.1       1.6      21.0
     08718      96.0       0.8      93.3      79.0
     08719      82.6      45.3      75.6      94.9
     08720      58.2      65.7      48.4      72.1
     08721      98.1      64.0      92.8      85.6
     08722      47.3      63.3      83.2      76.9
     08723      35.4       7.0      14.5       0.7
     08724      22.8      78.7      75.4      35.4
     08725      85.3      29.8      81.8      80.8
     08726       7.2      30.2      98.0      67.6
     08727      48.8      10.2      70.5      66.2
     08728      51.5      64.2      45.7      32.6
     08729      27.0      83.5      95.8      70.6
     08730      23.3      95.4      68.0      82.6
     08731      99.5      77.1      58.9      45.4
     08732      47.6      15.0      64.4      25.8
     08733      26.3      30.0      87.2      36.3
     08734      82.3      11.7      67.8      65.9
     08735      43.1       9.1      27.6      78.7
     08736      32.9      87.0      45.5      44.9
     08737      66.8      29.4       7.4      36.9
     08738      69.2      16.7      52.2      88.7
     08739      63.4      95.1      94.1       8.7
